id,Tatsächliche_Klassifikation,Modell_Klassifikation,Modell_Begründung,Judge_Modell_Gesamtscore,Judge_Modell_Scoreschema
455,0,Unwirksam,"1. Überraschende Klauseln: Keine objektiv überraschende Platzierung oder Formulierung, da Haftungsbeschränkungen und höhere Gewalt-Klauseln in AGB üblich sind. Die Klausel ist sprachlich klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da der Ausschluss für „indirekte Verluste“ wie entgangenen Gewinn pauschal gilt, ohne Rücksicht auf Verschuldensgrad, und damit auch Fälle grober Fahrlässigkeit oder Vorsatz erfassen kann.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom wesentlichen gesetzlichen Grundgedanken der §§ 280, 276 BGB, wonach bei grober Fahrlässigkeit und Vorsatz gehaftet wird.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 Nr. 7 BGB): Verstoß gegen § 309 Nr. 7 lit. b BGB, da die Haftung für sonstige Schäden bei grober Fahrlässigkeit ausgeschlossen wird.",13,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 2, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1592,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf die ausschließliche Geltung der AGB in B2C-Verträgen üblich ist und der Verbraucher mit einer solchen Regelung rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich der Geltungsanspruch der AGB festgelegt wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3644,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Eigentumsvorbehalt bis zur vollständigen Kaufpreiszahlung im B2C-Bereich üblich und branchenbekannt ist. Die Formulierung ist klar und eindeutig, sodass keine Intransparenz vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Eigentumsvorbehalt dem gesetzlichen Leitbild (§ 449 Abs. 1 BGB) entspricht.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da der Eigentumsvorbehalt gesetzlich vorgesehen ist.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2516,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Abtretung von Forderungen an eine Bank bei bestimmten Zahlungsarten (Rechnung, Ratenzahlung, Lastschrift) branchenüblich ist und klar formuliert wird. Die Platzierung und der Inhalt sind für den Verbraucher nachvollziehbar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Abtretung nach § 398 BGB zulässig ist und der Verbraucher lediglich eine geänderte Zahlungsadresse beachten muss.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Abtretung gesetzlich vorgesehen ist und die Eigentumsvorbehaltsregelung zulässig bleibt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3567,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf das gesetzliche Widerrufsrecht in B2C-Verträgen üblich und gesetzlich vorgeschrieben ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich auf das gesetzliche Recht verwiesen wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Leitbild erfolgt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
852,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zum Widerruf nach Lieferung im B2C-Bereich üblich sind und der Verbraucher mit entsprechenden Hinweisen rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich auf das bestehende Widerrufsrecht Bezug genommen wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Leitbild erfolgt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3648,0,Unwirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zur Mängelhaftung in AGB üblich sind und hier ausdrücklich auf Unternehmer bezogen werden.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung liegt vor, soweit die Klausel auch gegenüber Verbrauchern gelten könnte, da sie wesentliche Gewährleistungsrechte verkürzt oder ausschließt; die Formulierung ist nicht eindeutig auf B2B beschränkt und daher intransparent.  
   b) (§ 307 Abs. 2 BGB): Abweichung von wesentlichen gesetzlichen Grundgedanken (§§ 438, 475 BGB), da die Verjährungsfrist für neue Waren verkürzt und bei gebrauchten Waren vollständig ausgeschlossen wird, was im Verbrauchsgüterkauf unzulässig ist.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 Nr. 7, Nr. 8 BGB): Verstoß gegen § 309 Nr. 8 b) ff. BGB, da die Haftung für Sachmängel bei gebrauchten Sachen vollständig ausgeschlossen wird und die Verjährung für neue Sachen unzulässig verkürzt wird.",12,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 1, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
743,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis auf den Fortbestand der Ansprüche nach dem Produkthaftungsgesetz üblich und erwartbar ist. Die Formulierung ist klar und eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich klarstellt, dass gesetzliche Rechte unberührt bleiben.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung vom gesetzlichen Leitbild vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
444,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Hinweise zum Rücksendeverfahren in AGB und Lieferscheinen branchenüblich sind; die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da lediglich auf ein Rücksendeverfahren hingewiesen wird, ohne gesetzliche Rechte einzuschränken.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2160,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Bestimmung der Lieferanschrift nach gewählter Zahlungsart branchenüblich ist und klar formuliert wird. Die Regelung ist weder versteckt noch mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Festlegung der Lieferanschrift bei PayPal-Zahlung sachlich gerechtfertigt ist und der Verbraucher dies durch seine Zahlungswahl beeinflussen kann.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1994,0,Wirksam,"1. Überraschende Klauseln: Nicht einschlägig, da die Klausel ausdrücklich nur für Unternehmer gilt und Gerichtsstandsvereinbarungen in B2B-Verträgen üblich sind.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Nicht einschlägig, da Verbraucher nicht betroffen sind und somit keine unangemessene Benachteiligung vorliegt.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da die Klausel im Rahmen des § 38 ZPO für Unternehmer zulässig ist.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2035,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da der Hinweis, dass eine Bestellbestätigung noch keine Vertragsannahme darstellt, im Onlinehandel üblich ist und der Verbraucher damit rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel lediglich den gesetzlichen Grundsatz des § 145 BGB widerspiegelt und Transparenz schafft.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1506,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Festlegung des Zeitpunkts der Abbuchung bei gängigen Zahlungsmethoden wie Kreditkarte oder PayPal branchenüblich ist und der Verbraucher damit rechnen muss. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Verbraucher lediglich über den Abbuchungszeitpunkt informiert wird und keine zusätzlichen Pflichten oder Einschränkungen entstehen.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2334,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Versandkosten und Hinweisen auf mögliche Zollgebühren im grenzüberschreitenden Handel üblich sind und klar bezeichnet werden. Die Platzierung ist transparent und die Formulierung eindeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Verbraucher vor Vertragsschluss über die Versandkosten informiert wird und auf externe Informationsquellen zu Zöllen hingewiesen wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2736,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Widerrufsbelehrung gesetzlich vorgeschrieben ist und in B2C-Verträgen üblich vorkommt. Die Formulierungen sind klar und entsprechen dem gesetzlichen Muster, sodass keine Intransparenz vorliegt.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Klausel das gesetzliche Widerrufsrecht vollständig und korrekt wiedergibt.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung vom gesetzlichen Leitbild, vielmehr Umsetzung der gesetzlichen Vorgaben aus §§ 355 ff. BGB.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3039,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die gesonderte Berechnung von Versand- und Verpackungskosten im Online- und Versandhandel üblich ist und klar formuliert wird. Die Klausel ist weder versteckt noch mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da der Verbraucher vor Vertragsschluss über die zusätzlichen Kosten informiert wird.  
   b) (§ 307 Abs. 2 BGB): Nicht einschlägig, da keine Abweichung von wesentlichen gesetzlichen Grundgedanken vorliegt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3359,0,Unwirksam,"1. Überraschende Klauseln: Keine objektiv überraschende Klausel, da Eigentumsvorbehalte im Warenkauf üblich sind; jedoch ist die Ausdehnung auf alle nachträglichen Forderungen („erweiterter Eigentumsvorbehalt“) im B2C-Bereich unüblich und kann für den Verbraucher überraschend sein (§ 305c I BGB).  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da der erweiterte Eigentumsvorbehalt und die umfassenden Verfügungsverbote über die Kaufsache über das gesetzliche Leitbild hinausgehen und die Nutzung der Sache unverhältnismäßig einschränken.  
   b) (§ 307 Abs. 2 BGB): Abweichung vom wesentlichen gesetzlichen Grundgedanken des § 449 BGB, der nur den einfachen Eigentumsvorbehalt bis zur vollständigen Kaufpreiszahlung vorsieht; zusätzliche Sicherung für andere Forderungen ist im Verbrauchsgüterkauf unzulässig (§ 475 Abs. 1 BGB).  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Verstoß gegen § 309 Nr. 5 und Nr. 6 BGB, da dem Verbraucher pauschal sämtliche Kosten der Rücknahme und Verwertung auferlegt werden, ohne Nachweis eines konkreten Schadens und ohne Einschränkung auf den Fall eines Verschuldens.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
3096,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da die Kopplung der Lieferung an die Finanzierungszusage bei Finanzierungsgeschäften branchenüblich und für den Verbraucher vorhersehbar ist. Die Formulierung ist klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Regelung sachlich gerechtfertigt ist, um das Ausfallrisiko des Verkäufers zu vermeiden.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Fälligkeit der Leistung bei Finanzierung vertraglich angepasst werden darf.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
2062,0,Unwirksam,"1. Überraschende Klauseln: Keine objektiv überraschende Platzierung oder Formulierung, da Regelungen zur Erstattung von Versandkosten im Widerrufsfall in AGB üblich sind. Die Klausel ist nicht mehrdeutig, aber in Teilen komplex formuliert, jedoch nicht intransparent im Sinne von § 305c Abs. 1 BGB.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Unangemessene Benachteiligung, da bei Teilwiderruf die Erstattung der Versandkosten von einer Bedingung abhängig gemacht wird, die vom gesetzlichen Leitbild des § 357 Abs. 2 BGB abweicht. Verbraucher verlieren gesetzlich vorgesehene Erstattungsansprüche.  
   b) (§ 307 Abs. 2 BGB): Liegt vor, da die Klausel von § 357 Abs. 2 BGB abweicht, wonach auch bei Teilwiderruf anteilige Versandkosten zu erstatten sind, soweit diese auf die widerrufene Ware entfallen. Die Klausel schränkt dieses Recht ein.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
1263,0,Wirksam,"1. Überraschende Klauseln: Keine überraschende Klausel, da Regelungen zu Lieferfristen und Lieferverzögerungen bei Vorbestellungen oder Lieferrückständen im Onlinehandel üblich sind und der Verbraucher mit solchen Abweichungen vom Sofortversand rechnen muss. Die Formulierungen sind klar und nicht mehrdeutig.  
2. Inhaltskontrolle:  
   a) (§ 307 Abs. 1 BGB): Keine unangemessene Benachteiligung, da die Lieferfristen transparent angegeben sind und der Verbraucher über den Beginn der Lieferfrist (Erhalt der Verfügbarkeits-E-Mail) informiert wird.  
   b) (§ 307 Abs. 2 BGB): Keine Abweichung von wesentlichen gesetzlichen Grundgedanken, da die Klausel lediglich den Lieferzeitpunkt konkretisiert und nicht die gesetzlichen Rechte bei Lieferverzug ausschließt.  
   c) (§ 308 BGB): Nicht einschlägig.  
   d) (§ 309 BGB): Nicht einschlägig.",14,"{""Instruktions_und_Formatkonformitaet"": 1, ""Aufgaben_und_Klauselbezug"": 1, ""Ueberraschung_305c"": 3, ""Inhaltskontrolle_307bis309"": 5, ""Kohärenz_Klassifikation_Begruendung"": 2, ""Klarheit_und_Stringenz"": 2}"
